,slug,page_rank,btw_cent,deg_cent,x,y,description,language,commits,prog_go,prog_ruby,prog_cpp,prog_csharp,prog_clang,prog_objc,prog_objcpp,prog_rust,prog_perl,prog_swift,prog_haskell,prog_groovy,prog_clojure,prog_ocaml,prog_dotnet,prog_vbdotnet,prog_fsharp,prog_fortran,prog_commonlisp,prog_coq,prog_gen_all,prog_python,prog_scala,prog_rlang,prog_matlab,prog_stata,prog_sas,prog_julia,prog_stat_all,prog_javascript,prog_java,prog_typescript,prog_php,prog_html,prog_css,prog_dart,prog_kotlin,prog_lua,prog_coffeescript,prog_dm,prog_erlang,prog_elixer,prog_jsonnet,prog_elm,prog_webassembly,prog_purescript,prog_web_all,sys_general,sys_os,sys_windows,sys_linux,sys_mac,sys_modern,sys_bsd,sys_android,sys_solaris,sys_virtual,sys_handheld,sys_emulapi,sys_grouping,sys_other,system_all,topics_ai,topics_dataviz,app_cryptocurrency,app_blockchain_all,app_business_all,app_database_all
205,nestjs/nest,0.003997678565886575,0.0035571925213662863,0.19036144578313255,5.844707,6.9663005,"a progressive node.js framework for building efficient, scalable, and enterprise-grade server-side applications on top of typescript & javascript (es6, es7, es8) 🚀",TypeScript,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,alibaba/canal,0.0015625041801793967,0.0012036549928895555,0.02168674698795181,20.594936,15.500198,阿里巴巴 mysql binlog 增量订阅&消费组件 ,Java,1356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,uikit/uikit,0.003045892226848961,0.0,0.16144578313253014,7.7812247,6.4165483,a lightweight and modular front-end framework for developing fast and powerful web interfaces,HTML,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,rethinkdb/rethinkdb,0.003752855760689798,0.006986899973870897,0.18313253012048195,11.006853,6.7094464,the open-source database for the realtime web.,C++,33423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,typeorm/typeorm,0.003318800704963678,0.0017945107680054067,0.1710843373493976,8.036571,7.707504,"orm for typescript and javascript (es7, es6, es5). supports mysql, postgresql, mariadb, sqlite, ms sql server, oracle, sap hana, websql databases. works in nodejs, browser, ionic, cordova and electron platforms.",TypeScript,4090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,5
210,nosir/cleave.js,0.0035179138256322025,0.0022153324174954553,0.17590361445783134,5.836562,8.1191635,format input text content when you are typing...,JavaScript,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,onevcat/Kingfisher,0.0020001516058660985,0.005147763940793217,0.033734939759036145,-15.740327,8.203704,"a lightweight, pure-swift library for downloading and caching images from the web.",Swift,1920,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,SDWebImage/SDWebImage,0.0008414496810921679,8.927120283513648e-05,0.00963855421686747,-16.872562,8.09729,asynchronous image downloader with cache support as a uiimageview category,Objective-C,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,SortableJS/Sortable,0.005293249166252494,0.01738111329717093,0.22650602409638557,6.1791673,4.8040147,create and reorder lists with drag-and-drop. for use with modern browsers and touch devices,JavaScript,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,psf/black,0.001126857686689799,0.005793162622222645,0.01927710843373494,-11.45443,-6.3353596,the uncompromising python code formatter,Python,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,ClickHouse/ClickHouse,0.004486312691006975,0.012126251323731808,0.20722891566265061,11.394806,5.0713654,clickhouse® is a free analytics dbms for big data,C++,33767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,JedWatson/react-select,0.0037874697735098446,0.0016457927463337614,0.1855421686746988,8.662687,5.0973315,the select component for react.js,JavaScript,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,NervJS/taro,0.004444218203518789,0.011489680940022444,0.2024096385542169,3.1888738,9.982107,开放式跨端跨框架解决方案，支持使用 react/vue/nerv 等框架来开发微信/京东/百度/支付宝/字节跳动/ qq 小程序/h5/react native 等应用。  https://taro.zone/,JavaScript,5494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,nolimits4web/swiper,0.0024219460282459133,0.0022351126960010637,0.06506024096385543,-4.8793416,5.422921,most modern mobile touch slider with hardware accelerated transitions,JavaScript,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,winstonjs/winston,0.0030374576106204135,0.009286512759464653,0.07228915662650603,-1.9015023,3.6282775,a logger for just about everything.,JavaScript,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Meituan-Dianping/mpvue,0.0008833167096546686,9.078341117067468e-05,0.014457831325301207,7.74286,14.542821,基于 vue.js 的小程序开发框架，从底层支持 vue.js 语法和构建工具体系。,JavaScript,2328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,balderdashy/sails,0.0023840174752238065,0.0017090033733277207,0.07951807228915664,14.715503,-3.9465034,realtime mvc framework for node.js,JavaScript,7028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,koalaman/shellcheck,0.001601495453100696,0.0016263889248635428,0.03132530120481928,-12.95119,-9.864299,"shellcheck, a static analysis tool for shell scripts",Haskell,1418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,PHPMailer/PHPMailer,0.0009193755006327283,0.00017532340708240418,0.012048192771084338,-24.71251,5.3277793,the classic email sending library for php,PHP,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,syncthing/syncthing,0.0045571210739977315,0.005269904875986626,0.2096385542168675,3.3140142,8.9612875,open source continuous file synchronization,Go,5540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,jhipster/generator-jhipster,0.0018222596793695503,0.0016203825172194746,0.06506024096385543,5.50142,-9.538949,"jhipster is a development platform to quickly generate, develop, & deploy modern web applications & microservice architectures.",JavaScript,22891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,agalwood/Motrix,0.0008474748719271249,9.354976110297644e-05,0.0072289156626506035,12.813813,-14.422088,a full-featured download manager.,JavaScript,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Leaflet/Leaflet,0.002995551693110105,0.006868087726349226,0.0963855421686747,14.9597025,-3.4072819, :leaves: javascript library for mobile-friendly interactive maps,JavaScript,6807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,wekan/wekan,0.0017894752016693973,0.000755437605191239,0.06024096385542169,-2.974825,5.53822,"the open-source kanban (built with meteor). keep variable/table/field names camelcase. for translations, only add pull request changes to wekan/i18n/en.i18n.json , other translations are done at https://transifex.com/wekan/wekan only.",JavaScript,4924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,poteto/hiring-without-whiteboards,0.0028277131242892602,0.006828292226194324,0.08674698795180724,15.852209,-6.452293,⭐️  companies that don't have a broken hiring process,JavaScript,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,jenkinsci/jenkins,0.0026398299126579616,0.014643069270927527,0.05301204819277109,22.067322,16.666788,jenkins automation server,Java,29123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,photonstorm/phaser,0.0011419662962615855,0.0006747088143413146,0.012048192771084338,4.345425,-17.049995,"phaser is a fun, free and fast 2d game framework for making html5 games for desktop and mobile web browsers, supporting canvas and webgl rendering.",JavaScript,13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,pixijs/pixi.js,0.0021577990428879945,0.009636000370865476,0.024096385542168676,3.8052146,-15.848352,"the html5 creation engine: create beautiful digital content with the fastest, most flexible 2d webgl renderer.",TypeScript,5120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,scutan90/DeepLearning-500-questions,0.0012040343721884152,0.0,0.0024096385542168677,16.69895,23.983963,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       tan 2018.06,JavaScript,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,mathiasbynens/dotfiles,0.0010506094979224568,0.00013377258794356267,0.014457831325301207,-5.832606,-5.9583263,":wrench: .files, including ~/.macos — sensible hacker defaults for macos",Shell,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
235,hammerjs/hammer.js,0.0014566703433121588,0.0023569000604392056,0.028915662650602414,15.068303,-1.7036972,a javascript library for multi-touch gestures :// you can touch this,JavaScript,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,SeleniumHQ/selenium,0.0016300187708659466,0.0005921995628759392,0.033734939759036145,-18.179276,0.23077011,a browser automation framework and ecosystem.,Java,24578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,YMFE/yapi,0.0033187579316276976,0.0025767572485282312,0.16626506024096388,6.984041,7.5592365,yapi 是一个可本地部署的、打通前后端及qa的、可视化的接口管理平台,JavaScript,5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,netdata/netdata,0.0011589029438166848,0.0004468662040053704,0.012048192771084338,18.035473,-11.519029,"real-time performance monitoring, done right! https://www.netdata.cloud",C,9522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,portainer/portainer,0.003315086073471685,0.0009730223430238514,0.16867469879518074,9.149927,9.255161,making docker and kubernetes management easy.,JavaScript,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0
240,mozilla/pdf.js,0.003315069804011811,0.0006847535908836075,0.1710843373493976,9.132589,6.6584477,pdf reader in javascript,JavaScript,12106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,youzan/vant,0.0031635045966838197,0.0004885606214193289,0.163855421686747,8.195706,8.763217,lightweight mobile ui components built on vue,JavaScript,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,pallets/flask,0.00076775638023879,1.7181557858070184e-05,0.00963855421686747,-10.800809,-5.4618716,the python micro framework for building web applications.,Python,3799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,vlang/v,0.0015525208638906634,0.005251260303926687,0.01927710843373494,11.778112,-14.505183,"simple, fast, safe, compiled language for developing maintainable software. compiles itself in <1s with zero library dependencies. https://vlang.io",V,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,pcottle/learnGitBranching,0.003553904129340082,0.005963968098369771,0.17349397590361448,10.233994,8.639711,an interactive git visualization to challenge and educate!,JavaScript,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
245,getredash/redash,0.003534951586863635,0.0018634185532555116,0.1783132530120482,6.90464,6.577889,"make your company data driven. connect to any data source, easily visualize, dashboard and share your data.",Python,6855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,SwiftyJSON/SwiftyJSON,0.001102047379210673,0.00037997800117276355,0.012048192771084338,-14.667636,11.471311,the better way to deal with json data in swift.,Swift,732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,ggreer/the_silver_searcher,0.001613450899695508,0.0014506567186726796,0.04096385542168675,-11.821592,-8.686637,"a code-searching tool similar to ack, but faster.",C,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,SheetJS/sheetjs,0.000951034499433364,4.587987143536134e-05,0.01927710843373494,10.785523,-5.786349,:green_book: sheetjs community edition -- spreadsheet data toolkit,JavaScript,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,explosion/spaCy,0.0020989190976087035,0.0025811762112659077,0.014457831325301207,-18.936905,-6.384883,💫 industrial-strength natural language processing (nlp) with python and cython,Python,11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,sebastianruder/NLP-progress,0.0013508334299323754,0.00020057623691507488,0.0072289156626506035,-19.793983,-6.858351,"repository to track the progress in natural language processing (nlp), including the datasets and the current state-of-the-art for the most common nlp tasks.",Python,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
251,chartjs/Chart.js,0.0012805444674241799,0.00023407527416345337,0.03614457831325302,2.049579,-4.1167746,simple html5 charts using the <canvas> tag,JavaScript,2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,raywenderlich/swift-algorithm-club,0.0014388958220586691,0.0050133422923423375,0.014457831325301207,-12.69064,10.466353,"algorithms and data structures in swift, with explanations!",Swift,2462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Dogfalo/materialize,0.0011820510288041734,0.0003738634195424369,0.026506024096385545,-4.4206276,7.2275257,"materialize, a css framework based on material design",JavaScript,3871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,moment/moment,0.0012833521177892779,0.0003035448257379117,0.03132530120481928,-1.5610545,0.68906605,"parse, validate, manipulate, and display dates in javascript.",JavaScript,3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,ColorlibHQ/gentelella,0.003456833238184304,0.0048192771084337345,0.163855421686747,9.040168,8.094736,free bootstrap 4 admin dashboard template,HTML,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,naptha/tesseract.js,0.0035912052465729093,0.003740249893505177,0.17590361445783134,6.0794954,5.6952696,pure javascript ocr for more than 100 languages 📖🎉🖥,JavaScript,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,NationalSecurityAgency/ghidra,0.0013476708136268825,0.0002557840528664333,0.03855421686746988,16.891014,-5.053792,ghidra is a software reverse engineering (sre) framework,Java,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,justjavac/awesome-wechat-weapp,0.0020607987982603254,0.00962691345090507,0.00963855421686747,2.1525195,16.857925,微信小程序开发资源汇总 :100:,,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,openfaas/faas,0.000963314185367066,5.2695318421138025e-05,0.016867469879518072,-13.339206,-20.812693,openfaas - serverless functions made simple,Go,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,wagoodman/dive,0.0016861525845007644,0.0010177253428238647,0.03855421686746988,-16.367369,-17.485188,a tool for exploring each layer in a docker image,Go,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
261,justjavac/free-programming-books-zh_CN,0.0010297883810220828,0.0,0.0024096385542168677,2.25016,16.91188,:books: 免费的计算机编程类中文书籍，欢迎投稿,,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,select2/select2,0.0018785182104155557,0.0033145773088742556,0.04337349397590362,19.855526,-11.751928,"select2 is a jquery based replacement for select boxes. it supports searching, remote data sets, and infinite scrolling of results.",JavaScript,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,nlohmann/json,0.0014530640704719174,0.0048192771084337345,0.0072289156626506035,-8.660677,-14.521958,json for modern c++,C++,3237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,ocornut/imgui,0.0010620951902862643,0.0,0.0024096385542168677,-8.624807,-14.535228,dear imgui: bloat-free graphical user interface for c++ with minimal dependencies,C++,5549,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
