ind_id,subject_id,image_name,image_name_2,outfits,outfits_comment,long,racial_group,index
0,20738627,2521127-10-0613.jpg,,,,"negro have been told many times they're fighting this war so that they may have democracy and the same rights and privileges as whites. but a colored soldier is more discriminated against and segregated than he was when he was a civilian. its evident to those who care to see it that not many of the promises to negro are being kept. since the emancipation proclamation negro have been fighting for what they have now. each right, each privilege was fought for. whatever conclusions may be drawn from this survey lets hope its for the further advantage of the negro. negro love america and will fight for america but the negro are going to demand a status as a citizen equal to that of a white citizen. only that way can an example of democracy be used for other countries.",black,1
1,20738629,2521127-10-0614.jpg,,,,i dont like the army. i had rather be on the out side i dont think i have any thing to fight for. the white have all of the privedlages and they should do the fighting,black,2
2,20738631,2521127-10-0615.jpg,,,,"i think that if were going to win this war, the white people in the south will have to realize that the negro soldier is taking a part in this war also, they continue to kill and lynch negro soldiers without thought that there is a war going on, and that manpower is needed badly. the white people put the colored people under the impression that they can win the war by themselves. we all know that this is foolish, because in the last war the colored soldiers were the ace in the hole",black,3
3,20738633,2521127-10-0616.jpg,,,,why is it that the negro dont have the the rights as the white soldier in traveling around in towns as the white when they all are just the same so far as brotherhood is consurn,black,4
4,20738636,2521127-10-0617.jpg,,,,"i highly approve of this questionnaire it gives me an opportunity to express my views. i firmly believe the whole cause of  is due to lack of intelligence and understanding. avoiding a problem never remedies it. we are all americans no matter what color the supreme being or nature chose to make us. a man is only a man in spirit, body, and in blood. may god grant that we all as human beings soon realize that fact. thanks again for this opportunity.",black,5
5,20738638,2521127-10-0618.jpg,,,,above all lets stick together and beat the axis as soon as possible so as to get back to normal living again. other problems concerning negro or whites rights should be thrashed out in congress with represen-tation of both races present.,black,6
6,20738640,2521127-10-0619.jpg,,,,the army's ok and you can send me to  in the morning if you wish to.,black,7
7,20738642,2521127-10-0620.jpg,,,,we negro would like to go to o.c.s. but they will not give you a chance to go. i did not't know why but some of us have the edc. to go. the white officers we have from the south is hell on negro soldiers the has is to show you how to  all day on sat. to get a bus to town they are too slow. ,black,8
8,20738644,2521127-10-0621.jpg,,,,"i as a negro will be very surprised if at the end of this war, we are, in the south, allowed to vote for this country after we have sacrificed just as much as these whites have. i am hoping that we will be given a chance to compete with the whites if we are qualified in industrial jobs if we are qualified. i will be very glad when the day comes when a soldier in the armed forces of the u.s. are allowed whether black or not to travel in any style his finances will pay for in any part of this country. when the war ends, i want to be able to go south and to take a place in society not with but equally as high and  as any southern gentleman and not be segregated + abused by our ignorant southern whites. that we naval cadets will be judged and promoted by merit and not shades of colors. be given the same training + allowed to do the very same things as the white sailors. we are capable of handling the same situations as the whites with the same training as we are we not",black,9
9,20738646,2521127-10-0622.jpg,,,,will this all i have got to say about the  one thing i will be one glad should whe the whuld this it our,black,10
10,20738648,2521127-10-0623.jpg,,,,"the questions i have seen are good & now whats to be done about some of them? the spaces where i have marked undecided, was because i wansn't sure, not knowing clearly",black,11
11,20738650,2521127-10-0624.jpg,,,,i only hope answer will help to find out just what you want to know.,black,12
12,20738652,2521127-10-0625.jpg,,,,think we going to win this war,black,13
13,20738654,2521127-10-0626.jpg,,,,"i think this questionnaire is made not complete & sufficient,- there's only one thing i have against this many & that is when we left our last camp & came to this place, it was told to us that our furloughe would follow after our six months in service was up & we would get 15 days every six months. that  about furlough has been evacuated. since we are over here in the u.s. and not over seas fighting, we should be granted the privilege of seeing our people. because if we were to go over seas, many wouldn't be fortunate to return. so he should be able to abide with his people while he's still here. after his had his training.",black,14
14,20738657,2521127-10-0627.jpg,,,,"i think this questionnaire was a good idea to give all the opportunity to express himself, and let the war department know what the negro thinks of the war.",black,15
15,20738660,2521127-10-0628.jpg,,,,the infantry is all right but it is to much walking.,black,16
16,20738662,2521127-10-0629.jpg,,,,"there are to much jim crowism in the army. the negro are not given a fair chance in all branches of the service. my camp doesn't have the proper vocation for negro. the white officers are more hand on negro than white. and use worse language to negro and say they don't see what what negro are fighting for it will not be any better after the war. i don't think men above thirty eight can make good soldiers. they cant take the hand treatment as younger me, but would be at more service on the homefront, and there shouldn't't be so much red tape, but discharge at once, they  cant stand up but are bitter worker than men that are much younger.",black,17
17,20738664,2521127-10-0630.jpg,,,,to my idea i do thank as a united  we should come to gather. i am under the same rule and regulation the white man is. and i am human the same as he i have to live just like dose. and we do as a colored race obey the law better than he dose. how would you like for the colored race. two take your mother out and hang her to a tree and beet her to death. are your wife sister brother are farther,black,18
18,20738666,2521127-10-0631.jpg,,,,my personal comment about this questionnaire would be . i would like to see the enter mixing of both while  found soldiers that would be the grateful  to    .,black,19
893,20740505,2521127-10-1537.jpg,,,,because of my health i believe i could be of more help to the army working at home.,black,20
19,20738667,2521127-10-0632.jpg,,,,i am a negro soldier i would like very much to get ahead but my phiscal condition will not premit it. but with a little medical attention i could be outfit and able to get ahead but in my present condition i am not outfit for any position in any branch of the armed forces.,black,21
20,20738669,2521127-10-0633.jpg,,,,i have been in pain ever since i been in the army. i suffer with my legs and back,black,22
21,20738671,2521127-10-0634.jpg,,,,well i only have a short one that is if i was not expose to such hard punishment to the body i would not mind it to not be in such a good health. also i would like to be near home so i could carry on the married life that was carrying on. if i had that i would not mind fighting at all but it look as though they try to make you forget about home but it impossible for me because the life i went and the job i had i made a swell life of it.,black,23
22,20738673,2521127-10-0635.jpg,,,,i consider this questionnaire the best thing could have ever happened that is if these opinions of negro soldiers will be given any consideration as near as possible i consider this questionnaire the best thing could have ever happened that is if these opinions of negro soldiers will by given any consideration as near as possible,black,24
23,20738675,2521127-10-0636.jpg,,,,the questionnaire was all right and i like them questions they were all right some of them questions were o.k. and some of them were not but i made out with them.,black,25
24,20738678,2521127-10-0637.jpg,,,,the army is a very nise place we can have fun and then we can win the war and  it will help you in your live in the civilians life and when i go home it make me walk pride and every body like soldier my home every body help a soldier. ,black,26
25,20738680,2521127-10-0638.jpg,,,,"i have been asked to give my honest + frank opinion of the army and the war, its effect for the negro. so i have done that and feel very confident that the information i have given, the true and i still rely on god and his all mighty power. personally i like the army and have  in peace time soldier. lets all hope + pray for the best, i dont think there is no man who in his heart wants to murder + kill, but this task is before us, and we must by all might try to win",black,27
26,20738681,2521127-10-0639.jpg,,,,i think the army is a good thing that's how I like it. but i don't like to fight. killing is not my living. army is all right if we can go home more after. i think the white and colored soldiers should mix together more often to see what each of us is doing i think they should let those men go home that no good to the army and get some young fellow that can fight to help win this war,black,28
27,20738683,2521127-10-0640.jpg,,,,why do they let all white drive trucks in this ser. unit and no colored. and make the colored shovel coal all the time. why is it no negro cant get a job in the motor pools. because the white soldiers are from all parts of the country and they have the feeling they are better than the negro.,black,29
28,20738685,2521127-10-0641.jpg,,,,i think this questionnaire have given me a chance to express a lot of opinions that i would like to express and hope that it will help myself and the government. i think this questionnaire have given me a chance to express a lot of opinions that i would like to express and hope that it will help myself and the government.,black,30
29,20738687,2521127-10-0642.jpg,,,,22 - reason men dont cooperate is that they are dissatistfied too.,black,31
30,20738688,2521127-10-0643.jpg,2521127-10-0644.jpg,,,"8. with a commission, yes otherwise not 30. if i had a commission i would rather be overseas 43. we shall defeat our enemies and force them to surrender, but if we consider what it has cost us in human lives and hardships we will find a somewhat hollow victory. if this war was the war that would end all wars then the victory would be complete 57. if a white solider falls, he died fighting for democracy which was his to enjoy. if a negro soldier falls, he died for the democracy he wanted to enjoy 60. if the victory can be won without us they will win it with out us. if not they will use us. ""to the victor belong the spoils"" 42 negro will be pushed out in the streets to make a living the best way they can. the white race will get all the benefits of the victory.  49. my race. when we wear the same uniform, use the same equipment that the whites do. we die the same as they do, and still don't have to the equal rights.",black,32
31,20738693,2521127-10-0645.jpg,,,,"45, we build this nation a mush as any race. fought in every war. never  a fight. we are true americans.",black,33
32,20738694,2521127-10-0646.jpg,,,,since we are fighting for the same thing we should all be trusted the way and have the same rights as everyone else should. this is our country so we should fight and pull together.,black,34
33,20738697,2521127-10-0647.jpg,,,,i have a good commanding officer + all lutinents are swell. i had rather be in the army then out in civilian life.,black,35
34,20738698,2521127-10-0648.jpg,,,,the giving of such a test is an excellent idea.,black,36
35,20738701,2521127-10-0649.jpg,,,,it might be a good idea to have every soldier thoroughly trained before sending him into combat. also he should be physically outfit to do the job.,black,37
36,20738703,2521127-10-0650.jpg,,,,the army has its good point and its bad. i think the negro should have a better chance in the army. i think a negro should be able to lead both white and color. we as negro want a double victory,black,38
37,20738705,2521127-10-0651.jpg,,,,"this is an interesting questionnaire, and i would like to say that if whites and negro should mix now in rxs service clubs etc when the war did end we would be better acquainted than before. and i wish to say that i don't mind dying for my country. my folks are americans and it is no reason in the world that i should resent defending them against them bastards over there. and i myself is ready to die for my country. i can think of no other country in the world i would like to have my daughter brought up with or without me.",black,39
38,20738707,2521127-10-0652.jpg,,,,i think this is a very goot idea getting the oppion of the soldiers an i am leaving for over sea we have all ready been arleted an i am gladde,black,40
39,20738709,2521127-10-0653.jpg,,,,i think this idea of having the soldier to give his opinion is a very good idea + should be asked of every one in the service. when try to do as most of them feel like should be done. as soon as the white people fine out that they are no better than the negro. then the world would be a better place to live in.,black,41
80,20738798,2521127-10-0694.jpg,,,,"what i think about the war and the white people treat the negro  and be treated right and stop lichying them you will win the war more sooner than will and treat the negro like humans and we will have a spirit to fight any time but we fight each other, we can't win that way i am sure.",black,42
2865,15828563,2521127-12-0260.jpg,,,,nothing to say,black,43
40,20738711,2521127-10-0654.jpg,,,,"it is obvious that you know you are questioning colored soldiers. so if you ask them for their frank opinions. why not take them into consideration and give him the breaks and other privileges that help to make a soldier fight harder for the things you say we are fighting for and not treat us as if we were not wanted. i am expressing my opinion and i know that same sentiment is carried by most of the men in my outfit. this obvious that you know you are questioning colored soldiers so if you ask them for their frank opinions, they you take them into consideration and give then the breaks and other privileges that help to make a soldier fight harder for the things you pay we are fighting for and treat us as if we are not wanted....",black,44
41,20738712,2521127-10-0655.jpg,,,,a colored soldier will never get the equal breaks a white soldier gets. a white soldier gets more privileges than a colored soldier.,black,45
42,20738714,2521127-10-0656.jpg,,,,the way the negro is treated  with the section of the country. it is much better in the north with northern officers. i had rather have negro officer with same power as white but usually they must take order from whites who is in most cases the highest ranking officer. we should give our lives for this country but we should also insist that we be treated as any other american after the war.,black,46
43,20738716,2521127-10-0657.jpg,,,,"my battery commander is a very strict man that doesn't care much for colored people, and he will not give ratings as he should, i believe if i have ability to do certain things and is a good soldier i deserve a rating of some kind. thank you a soldier of the u.s. army",black,47
44,20738718,2521127-10-0658.jpg,,,,thank you,black,48
45,20738720,2521127-10-0659.jpg,,,,"q(44) i think that the rights of the negro will be the same or even worse after the war. in miss. there are lynchers, also lynch leader who are wearing state polices buttons, the law in miss its self are with the lynchers. i was reading an article in the paper today. there was a colored soldier and col. woman in a cafe passing licks (blows) a law saw them came in there and began to beat the col. soldier on the head with a his blackjack. another white man was passing in a truck saw it stops, came in with a iron bar and began beating the soldier. the law was standing watching the soldier's blood drop on the street and wouldn't attemp to do anything. sir, i hope i live to see col. people be given equal throughout the u.s.",black,49
46,20738722,2521127-10-0660.jpg,,,,for it very hard to get white and negro to stay together without fighting,black,50
47,20738724,2521127-10-0661.jpg,,,,i have been in 4 difference camp and i have not had a chance to do what i could do am have not had my chance to speak what i thought was right negro in the south are prison and above this line they are treated some betters. an i hope to see the day when we will have the equal chance.,black,51
48,20738728,2521127-10-0662.jpg,,,,i would like to all negro lieutenant i believe whilewill be treated better,black,52
49,20738730,2521127-10-0663.jpg,,,,i don't know whether i made myself clear or not but the main thing i'm trying to say is as long as you have (jim crow) in the u.s. you will not have a very good negro soldier. but if you throw that out (and the people in the white house can do it if they want to) you would have some of the best fighting soldiers ever stood up in a pair of g.i. shoes. and if you don't believe it just give them that chance and see for yourself.,black,53
50,20738732,2521127-10-0664.jpg,,,,know othere comments i has to say,black,54
51,20738734,2521127-10-0665.jpg,,,,"the only thing i'm waiting for is duration and 6 months. this survey is a good thing, but as usual any thing concerning a negro is never looked into as it should- so this seems like a waste of time.  every thing i said is my opinion only if i could come true i might like the army",black,55
52,20738737,2521127-10-0666.jpg,,,,i don't have any more to say,black,56
53,20738739,2521127-10-0667.jpg,,,,(part 77) there should be no difference how a man is arranged white or colored everyone has to fight an if its necessary for both to fight there should be no prejudice on either side.,black,57
54,20738741,2521127-10-0668.jpg,,,,i don't have any trouble with any body we all seem to be willin to do what lever we can where lever we can,black,58
55,20738743,2521127-10-0669.jpg,,,,our battery commander do not like colored soldiers he is from the south and have southern ways he do not like to see us have any recreation at all i believe a colored officer no how we all feel and would lie us a chance to live and let live speaking for a whole we don't think much of our battery commander i would like a colored superior officer not on the white man i would give my life for the commander in chief any day for the support of my family,black,59
56,20738745,2521127-10-0670.jpg,,,,"some of the questions in this questionnaire, should have had why in some of the questions, kind of unfair and hard to answer.",black,60
57,20738747,2521127-10-0671.jpg,,,,"a very thoughtful questionnary hope my thoughts can help win the war there, as well as help solve the racial problem here, thanks.",black,61
58,20738749,2521127-10-0672.jpg,,,,"what have the colored people got to fight for? there a flag but it belong to the white people. everything the colored people got it come from the white people. what they say goes, it nothing can be done about it. just for an example (lynching)",black,62
59,20738751,2521127-10-0673.jpg,,,,i don't think white and colored soldiers should have the same p.x. or  and that way it won't be no misunderstanding between them if white soldier from the south see you call with one is lady he would want to fight,black,63
60,20738753,2521127-10-0674.jpg,,,,"you will notice throughout this questionnaire that i am opposed to segregation not that i personally care to associate with whites but only to give the masses of both groups a chance to mingle freely with one another and thereby learn that there are good & bad in both groups. also that when given the same opportunity negro are as capable as whites. in our outfit some of the officers seem to feel that  negro haven't the ability & the stamina necessary to become officers, yet there are many instances where negro officers have proved there merit. i feel that being a negro soldier & valuing my life as much as any white & having to take the same chances in battle i should be allowed all the rights & privileges & opportunities that are given white soldiers, and that negro civilians should have same opportunities as white civilians.",black,64
61,20738755,2521127-10-0675.jpg,,,,i hope some of the questions in here will come out all-right.,black,65
137,20738914,2521127-10-0751.jpg,,,,when do you thank the wore whil over in 5 year or ten year. will the 3 diving have to go over or not,black,66
62,20738757,2521127-10-0676.jpg,,,,"i think this questionnaire is absolutely unfair; these questions that have been asked are the same old conditions that has confronted the negro and is common knowledge. the results of such, we all know are nil. since any of these conditions stated could and would have been at least partially solved by introducing them and inforcing them. the conditions under which the negro soldier is laboring not only corroborates the fact that he is doing more than his share, but makes him stand out as a superhuman. funny, the potential strength of this nation could exceed itself by such a margin, if ? a house divided cannot stand and will not stand. i dare say the economic, political and social status of this nation would be greatly affect by this recognition. are we really feared? i can only see that given the opportunity we rightful deserve it would make us the strongest nation in its world and serve as a true beacon light - democracy to my mind is the best form of government that we know to date but it must be a true democracy regardless of race, color or creed",black,67
