GEO_ID,NAME,PCT020001,PCT020002,PCT020003,PCT020004,PCT020005,PCT020006,PCT020007,PCT020008,PCT020009,PCT020010,PCT020011,PCT020012,PCT020013,PCT020014,PCT020015,PCT020016,PCT020017,PCT020018,PCT020019,PCT020020,PCT020021,PCT020022,PCT020023,PCT020024,PCT020025,PCT020026,PCT020027,PCT020028,PCT020029,PCT020030,PCT020031,PCT020032
id,Geographic Area Name,Total,"Total!!Institutionalized population (101-106, 201-203, 301, 401-405)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal detention centers (101)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Federal prisons (102)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!State prisons (103)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Local jails and other municipal confinement facilities (104)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Correctional residential facilities (105)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Correctional facilities for adults (101-106)!!Military disciplinary barracks and jails (106)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Group homes for juveniles (non-correctional) (201)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Residential treatment centers for juveniles (non-correctional) (202)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Juvenile facilities (201-203)!!Correctional facilities intended for juveniles (203)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Nursing facilities/Skilled-nursing facilities (301)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Mental (Psychiatric) hospitals and psychiatric units in other hospitals (401)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Hospitals with patients who have no usual home elsewhere (402)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!In-patient hospice facilities (403)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Military treatment facilities with assigned patients (404)","Total!!Institutionalized population (101-106, 201-203, 301, 401-405)!!Other institutional facilities (401-405)!!Residential schools for people with disabilities (405)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!College/University student housing (501)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military barracks and dormitories (non-disciplinary) (601)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Military quarters (601-602)!!Military ships (602)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Emergency and transitional shelters (with sleeping facilities) for people experiencing homelessness (701)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Group homes intended for adults (801)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Residential treatment centers for adults (802)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Maritime/merchant vessels (900)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Workers' group living quarters and Job Corps centers (901)","Total!!Noninstitutionalized population (501, 601-602, 701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (701-702, 704, 706, 801-802, 900-901, 903-904)!!Other noninstitutional facilities (702, 704, 706, 903-904)"
0500000US51001,"Accomack County, Virginia",428,255,92,0,0,0,92,0,0,0,0,0,0,163,0,0,0,0,0,0,173,0,31,31,0,142,8,23,0,0,108,3
0500000US51003,"Albemarle County, Virginia",6864,1268,560,0,0,0,560,0,0,20,5,0,15,688,0,0,0,0,0,0,5596,5362,0,0,0,234,0,30,93,0,81,30
0500000US51510,"Alexandria city, Virginia",1827,974,400,0,0,0,400,0,0,68,13,0,55,506,0,0,0,0,0,0,853,471,0,0,0,382,223,55,23,0,22,59
0500000US51005,"Alleghany County, Virginia",281,244,0,0,0,0,0,0,0,39,39,0,0,205,0,0,0,0,0,0,37,0,0,0,0,37,0,8,7,0,22,0
0500000US51007,"Amelia County, Virginia",128,99,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,29,0,0,0,0,29,0,27,0,0,2,0
0500000US51009,"Amherst County, Virginia",1538,596,489,0,0,425,64,0,0,0,0,0,0,107,0,0,0,0,0,0,942,552,0,0,0,390,0,26,0,0,364,0
0500000US51011,"Appomattox County, Virginia",56,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51013,"Arlington County, Virginia",2892,1206,544,0,0,0,544,0,0,17,11,6,0,636,9,0,0,9,0,0,1686,613,488,488,0,585,157,171,118,0,21,118
0500000US51015,"Augusta County, Virginia",2708,2644,2138,0,0,1409,729,0,0,22,5,0,17,191,293,0,0,0,0,293,64,0,0,0,0,64,0,59,0,0,5,0
0500000US51017,"Bath County, Virginia",53,47,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,6,0,0,0,0,6,0,6,0,0,0,0
0500000US51515,"Bedford city, Virginia",368,193,93,0,0,0,93,0,0,0,0,0,0,100,0,0,0,0,0,0,175,0,0,0,0,175,0,14,0,0,106,55
0500000US51019,"Bedford County, Virginia",287,225,75,0,0,0,0,75,0,23,7,16,0,127,0,0,0,0,0,0,62,0,0,0,0,62,0,46,10,0,6,0
0500000US51021,"Bland County, Virginia",686,686,637,0,0,637,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51023,"Botetourt County, Virginia",275,263,98,0,0,0,98,0,0,46,11,0,35,119,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0
0500000US51520,"Bristol city, Virginia",431,160,124,0,0,0,124,0,0,20,2,0,18,16,0,0,0,0,0,0,271,215,0,0,0,56,0,11,0,0,38,7
0500000US51025,"Brunswick County, Virginia",2184,1847,1762,1583,0,132,47,0,0,0,0,0,0,85,0,0,0,0,0,0,337,323,0,0,0,14,0,12,0,0,2,0
0500000US51027,"Buchanan County, Virginia",1173,1128,839,0,0,839,0,0,0,207,207,0,0,82,0,0,0,0,0,0,45,0,0,0,0,45,0,15,0,0,28,2
0500000US51029,"Buckingham County, Virginia",2326,2250,2173,0,0,2173,0,0,0,21,0,21,0,56,0,0,0,0,0,0,76,0,0,0,0,76,0,0,28,0,7,41
0500000US51530,"Buena Vista city, Virginia",400,74,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,326,326,0,0,0,0,0,0,0,0,0,0
0500000US51031,"Campbell County, Virginia",468,442,273,0,0,133,140,0,0,21,21,0,0,148,0,0,0,0,0,0,26,0,0,0,0,26,0,15,0,0,11,0
0500000US51033,"Caroline County, Virginia",513,494,379,0,0,129,250,0,0,0,0,0,0,115,0,0,0,0,0,0,19,0,0,0,0,19,0,7,0,0,12,0
0500000US51035,"Carroll County, Virginia",337,134,0,0,0,0,0,0,0,31,31,0,0,103,0,0,0,0,0,0,203,0,0,0,0,203,0,11,192,0,0,0
0500000US51036,"Charles City County, Virginia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0500000US51037,"Charlotte County, Virginia",175,155,83,0,0,0,83,0,0,18,18,0,0,54,0,0,0,0,0,0,20,0,0,0,0,20,0,8,0,0,12,0
0500000US51540,"Charlottesville city, Virginia",2438,228,0,0,0,0,0,0,0,53,17,36,0,167,8,0,0,8,0,0,2210,1815,0,0,0,395,115,71,1,0,0,208
0500000US51550,"Chesapeake city, Virginia",3721,3258,2549,0,0,1514,1035,0,0,59,1,4,54,650,0,0,0,0,0,0,463,0,308,308,0,155,13,46,0,0,1,95
0500000US51041,"Chesterfield County, Virginia",4651,1658,732,0,0,252,366,114,0,522,215,12,295,404,0,0,0,0,0,0,2993,2741,0,0,0,252,0,169,53,0,4,26
0500000US51043,"Clarke County, Virginia",255,236,75,0,0,0,0,75,0,47,0,47,0,114,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,19
