an,title,Is this article about a new product drug or medical device that is being launched or will be launched,If not about a launch is this article about FDA submission approval review process of a drug or medical device
ATPHAM0020180905ee94000h5,Qosina Launches Interactive 3D CAD Model Catalog,,
ATPHAM0020160312ec3b0006o,"Blueprint Medicines Reports Fourth Quarter, Full Year 2015 Financial Results",,
CTRW000020130823e98q0009a,Neurology; Reports Outline Headache and Migraine Study Findings from S.H. Landy and Colleagues,,
DRSN000020170203ed230002u,Bartell Drugs makes big bet on fresh foods,,
PEHUB00020150402eb420002v,TPG closes buy of Aptalis Pharmaceutical Technologies from Actavis,,
ACUSBC0020131205e9c500021,"Agentur für Unternehmensnachrichten GmbH, mutual fund holdings - Zoetis Inc.",,
PHBW000020170612ed6c00036,Essential Pharmaceuticals; Essential Pharmaceuticals Releases New Study on Cell-Ess Media. Increase in Antibody Titer and Improved Glycosylation Confirmed.,,
HEALBE0020130121e91l0001d,AtriCure Prices Its Common Stock Offering,,
DATMON0020190306eean001rb,Abeona Therapeutics Inc. - Business Description,,
MTEU000020131031e9av00001,GSK’s and Theravance’s BREO ELLIPTA now available in US pharmacies for the treatment of COPD,,
BTBW000020160229ec2t0007h,"Pharmaceutical Preparations; Pfizer Inc. Files SEC Form SC 13G, Statement of Acquisition of Beneficial Ownership By Individuals [Amend] (Feb. 10, 2016)",,
BIOELSE020161107ecar0000d,Medivir (MVRBF): MIV-711 osteoarthritis programme: enrolment in the Phase IIa study is complete and Independent Safety Review Committee again recommends go ahead.,,
INDFED0020150219eb2j002ml,FORM 8-K: MEDICINES FILES CURRENT REPORT,,
BWR0000020150520eb5k0004v,"Catabasis Pharmaceuticals to Present Data for Hypercholesterolemia Product Candidate, CAT-2054, at the 17th International Symposium on Atherosclerosis",,
BWR0000020160310ec3a000cr,EQUITY ALERT: Rosen Law Firm Announces Filing of Securities Class Action Lawsuit Against Horizon Pharma plc -- HZNP,,
BTBW000020140530ea620007l,"Pharmaceutical Preparations; Pfizer Inc. Files SEC Form 8-K, Current Report (May. 20, 2014)",,
PLSTNHP020160324ec3o0000f,Anti-opiate drug ads on Mass. transit raise questions for doctors,,
BWR0000020131107e9b7000kn,Anacor Pharmaceuticals Reports Third Quarter 2013 Financial Results,,
INDY000020140521ea5d000bl,Good news for Lilly's insulin,,
PZON000020180508ee580002t,"Exosome Diagnostics Expands National Sales Team after Blockbuster Quarter with its Flagship Diagnostic, ExoDx Prostate(R)(IntelliScore) (EPI) Test",,
ENTCUP0020140523ea5n00040,"Research and Markets Adds Report: 'Global Specialty Enzymes Market Forecasts & Opportunities, 2018'",,
GLOMCP0020160111ec1b00dah,"Seattle Genetics, Inc. - Key Employees",,
BWR0000020180612ee6c0004j,AtriCure Announces 2018 Analyst and Investor Meeting,,
ATBARB0020150203eb2300002,"Luthra, AZB, Crawford, Platinum, Cravath, Covingtom advise on Mylan's $800 million acquisition of Famy Care's female health biz",,
PHBW000020141128eac10009g,"Pharmaceutical Preparations; Fibrogen Inc. Files SEC Form 3, Initial Statement of Beneficial Ownership of Securities (Nov. 13, 2014)",,
MUSKDP0020150604eb640000b,THE PEOPLE SPEAK — Medicare Part D problems need to be corrected,,
ICROWDN020180531ee5v000e3,New Research Report: Albumin (Human) market analysis forecast to 2025,,
INDFED0020140717ea7h0003t,FORM 8-K: SHIRE FILES CURRENT REPORT,,
DRGW000020180817ee8h00017,Johns Hopkins Medicine; Johns Hopkins Kimmel Cancer Center researchers using big data to predict immunotherapy responses,,
FLYWAL0020171109edb9003mv,07:08 EDT Intra-Cellular upgraded to Buy at SunTrust on valuationAs previously...,,
ECOWEK0020170224ed2o00074,"Laboratory Apparatus and Furniture; Cesca Therapeutics Inc. Files SEC Form 8-K, Current Report (Feb. 13, 2017)",,
NBPPBS0020170718ed7i00093,Zoetis executive vice president and president Kristin Peck awarded Phantom Stock Units 17 July 2017,,
CHDR000020130903e98j0003r,"For Beiersdorf, it's all about skin care.(CORORATE PROFILES: TSE 2013)",,
SAGN000020151009eba800004,"Medical marijuana dispensaries, taxes and edibles OK'd by House",,
DJDN000020140623ea6n0035v,ZS Pharma Files 8K - Regulation FD >ZSPH,,
ATPHAM0020160101ebcv0000d,"Research and Markets: US Sexually-Transmitted Disease (STD) Diagnostics Market Report - Analysis, Shares & Forecasts 2016-2019",,
PHBW000020140926ea9t000dh,"Trademarks; GlaxoSmithKline's Trademark Application for ""BIOTENE DENTURE GRIP"" Filed",,
LKCTYJ0020171229edcs00009,Attorney General Madigan files lawsuit over water pollution,,
OBWK000020170217ed2h000sp,"Mapi; Mapi appoints Dr. Margaret Meg Richards to Vice President, Data Analytics and Epidemiology",,
PHBW000020140314ea3h0005a,"Pharmaceutical Preparations; Akorn Inc. Files SEC Form NT 10-K, Notification of Inability To Timely File Form 10-K 405, 10-K, 10-KSB 405, 10-KSB, 10-KT, Or 10-KT405 (Mar. 3, 2014)",,
RTTNEW0020140922ea9m003h4,Merck KGaA To Buy Sigma-Aldrich For $17.0 Bln - Quick Facts,,
ENRGWK0020130308e93f00160,Fibroblasts; Researchers from Lilly Research Laboratories Report Details of New Studies and Findings in the Area of Fibroblasts,,
BTBW000020150515eb5i000ar,"Pharmaceutical Preparations; Tetraphase Pharmaceuticals Inc. Files SEC Form 8-K, Current Report (May. 6, 2015)",,
ATPHAM0020180703ee720009a,Air medical collaboration between Geisinger and St. Luke's begins,,
WTRLCDRF20180426ee4q0001d,An addiction researcher shares 6 strategies to address the opioid epidemic,,
MANEWS0020180426ee4q00002,FDA Determines that Afrezza REMS Communication Plan Has Met Goals and REMS No Longer Necessary,,
ATPATN0020160506ec5600072,Ethicon Endo-Surgery Inc Files Patent Application for Ultrasonic Surgical Shears with Clamping Feature,,
JOENG00020130927e9a2003fs,Cook Medical Technologies LLC; Patent Issued for Sphincterotome,,
DJDN000020171206edc6003ju,US Spending on Prescription Drugs Decelerates -- Market Talk,,
DJDN000020130124e91o004py,PRESS RELEASE: STENTYS 2012 annual revenues up 77% over prior year,,
BUSWRD0020181119eebj0002u,ECO Animal Health - Statement re Joint poultry vaccine development licencing deal,,
TLQUAHDP20161012ecac0000h,Experts say it isn't too early to get flu shots,,
CHEMEC0020140905ea9c00304,"Trademarks; Trademark Application for ""SURETRAK"" Filed by Zoetis",,
PHBW000020160530ec5u0004g,"Pharmaceutical Preparations; Cellectar Biosciences, Inc. Files SEC Form UPLOAD, Sec-generated Letter (Jan. 12, 2016)",,
AMHL000020140529ea5t00008,"Insurers Launch Initiatives To Curb Cancer Costs, Standardize Treatment",,
CTRW000020130913e99g00024,Clinical Research; Findings on Clinical Trials and Studies Detailed by N.A. Parkin and Co-Authors,,
LFSW000020170926ed9q001l4,"Biological Products, (No Diagnostic Substances); Regenxbio Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities: (Sept. 7, 2017)",,
MFGCLU0020140729ea7t00014,Research and Markets Offers Report: Global Meningococcal Vaccines Pipeline Market 2013-2019,,
DJDN000020140521ea5l000ey,"Holder KRAUSZ FAM TR Registers 17,371 Of ONCOMED PHARMACEUTICALS >OMED",,
ATPHAM0020180410ee3f000m9,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) Listed a New Clinical Trial of Losartan for the Treatment of Pediatric NAFLD,,
INDFED0020131106e9b6000za,FORM 8-K: CHINA BIOLOGIC PRODUCTS FILES CURRENT REPORT,,
DJDN000020150911eb9b002ur,VP FARRELL Sells 393 Of CEPHEID INC >CPHD,,
CTRW000020140919ea9m00040,"Pharmaceutical Companies; Pipeline Analysis of Hospital Acquired Pneumonia Drugs 2014-2020: Tedizolid Phosphate, Ceftolozane/Tazobactam, Ceftazidime/Avibactam, Amikacin Inhale, Plazomicin, and Synflorix",,
DJDN000020170124ed1o00432,EnteroMedics Files 8K - Other Events >ETRM,,
PZON000020161212eccc00036,NeuroDerm Announces Closing of a Follow-On Offering of Ordinary Shares,,
POLGOV0020141116eaag002en,"Medtronic, Inc. Researchers Submit Patent Application, ""Lead Or Lead Extension Having a Conductive Body and Conductive Body Contact"", for Approval",,
BIWK000020150709eb79000wl,Autoimmune Diseases and Genetics; Stanford study: Immune response to a flu protein yields new insights into narcolepsy,,
ATPHAM0020140426ea4h00071,Emassagechair.com: High Point Market Showcases Future Trends in Massage Chairs Breif Report by Emassagechair.com,,
HUNTHD0020180201ee210002c,Drug firms shipped 20.8M pills to Williamson,,
DJDN000020130522e95m002sn,DJ Agenus Inc Files 8K - Regulation FD >AGEN,,
DRGW000020141212eacj0003y,Drugs and Therapies; Findings in the Area of Ibuprofen Therapy Reported from Research Center Pharmaceutical Engineering GmbH (Crystallographic Textures and Morphologies of Solution Cast Ibuprofen Composite Films at Solid Surfaces),,
BWR0000020140506ea56000hs,STENTYS: Journal of the American College of Cardiology Publication Shows Malapposition Influences Death from Early Stent Thrombosis,,
INDFED0020130602e96200021,"US Patent Issued to Novozymes on May 28 for ""Polypeptides having phytase activity and polynucleotides encoding same"" (Danish Inventors)",,
DJDN000020170509ed59003or,"Press Release: InfuSystem To Issue First Quarter 2017 Financial Results On Thursday, May 11, 2017 After The Market Close",,
BTBW000020170529ed5t0000f,"Surgical and Medical Instruments and Apparatus; Boston Scientific Corp. Files SEC Form 8-K, Current Report (May. 11, 2017)",,
OBWK000020130621e96t00094,Nervous System Diseases and Conditions; Findings in Headache Reported from University Medical Center,,
MRKWN00020140613ea6l0002o,"Cohen Milstein Sellers & Toll PLLC; Cohen Milstein Sellers & Toll PLLC Announces the Investigation of Insys Therapeutics, Inc.",,
NBPPBS0020180111ee1b000gs,Cytosorbents chief financial officer Bloch Kathleen P. sells 10 January 2018,,
ECOWEK0020150306eb3d000s7,"Electromedical and Electrotherapeutic Apparatus; Varian Medical Systems Inc. Files SEC Form 4, Statement of Changes in Beneficial Ownership of Securities (Feb. 24, 2015)",,
WASBJO0020161109ecb90008k,How Greater Washington stocks fared post-election,,
PZON000020170104ed140003y,PharmaCyte Biotech Announces Pre-IND Meeting Date with FDA,,
