family_interview_id-2001,psid_state_of_residence_code-2001,family_composition_change-2001,age-2001,sex-2001,number_of_children_in_fu-2001,1968_family_identifier-2001,marital_status-2001,health_status-2001,race-2001,religion-2001,wtr_donated-2001,wtr_donated_to_health_org-2001,amt_of_health_donations-2001,weight-2001,total_family_income-2001,wealth_wo_equity-2001,wealth_with_equity-2001,sequence_number-2001,relation_to_rp-2001,year-2001,family_interview_id-2003,psid_state_of_residence_code-2003,family_composition_change-2003,1968_family_identifier-2003,age-2003,sex-2003,number_of_children_in_fu-2003,marital_status-2003,health_status-2003,race-2003,religion-2003,wtr_donated-2003,wtr_donated_to_health_org-2003,amt_of_health_donations-2003,total_family_income-2003,weight-2003,wealth_wo_equity-2003,wealth_with_equity-2003,sequence_number-2003,relation_to_rp-2003,year-2003,family_interview_id-2005,psid_state_of_residence_code-2005,family_composition_change-2005,1968_family_identifier-2005,age-2005,sex-2005,number_of_children_in_fu-2005,marital_status-2005,health_status-2005,race-2005,religion-2005,wtr_donated-2005,wtr_donated_to_health_org-2005,amt_of_health_donations-2005,total_family_income-2005,weight-2005,wealth_wo_equity-2005,wealth_with_equity-2005,sequence_number-2005,relation_to_rp-2005,year-2005,family_interview_id-2007,psid_state_of_residence_code-2007,family_composition_change-2007,1968_family_identifier-2007,age-2007,sex-2007,number_of_children_in_fu-2007,marital_status-2007,health_status-2007,race-2007,religion-2007,wtr_donated-2007,wtr_donated_to_health_org-2007,amt_of_health_donations-2007,total_family_income-2007,weight-2007,wealth_wo_equity-2007,wealth_with_equity-2007,sequence_number-2007,relation_to_rp-2007,year-2007,family_interview_id-2009,psid_state_of_residence_code-2009,family_composition_change-2009,1968_family_identifier-2009,age-2009,sex-2009,number_of_children_in_fu-2009,marital_status-2009,health_status-2009,race-2009,religion-2009,wtr_donated-2009,wtr_donated_to_health_org-2009,amt_of_health_donations-2009,total_family_income-2009,wealth_wo_equity-2009,wealth_with_equity-2009,weight-2009,sequence_number-2009,relation_to_rp-2009,year-2009,family_interview_id-2011,psid_state_of_residence_code-2011,family_composition_change-2011,1968_family_identifier-2011,age-2011,sex-2011,number_of_children_in_fu-2011,marital_status-2011,health_status-2011,race-2011,religion-2011,wtr_donated-2011,wtr_donated_to_health_org-2011,amt_of_health_donations-2011,total_family_income-2011,wealth_wo_equity-2011,wealth_with_equity-2011,weight-2011,sequence_number-2011,relation_to_rp-2011,year-2011,family_interview_id-2013,psid_state_of_residence_code-2013,family_composition_change-2013,1968_family_identifier-2013,age-2013,sex-2013,number_of_children_in_fu-2013,marital_status-2013,health_status-2013,race-2013,religion-2013,wtr_donated-2013,wtr_donated_to_health_org-2013,amt_of_health_donations-2013,total_family_income-2013,wealth_wo_equity-2013,wealth_with_equity-2013,weight-2013,sequence_number-2013,relation_to_rp-2013,year-2013,family_interview_id-2015,psid_state_of_residence_code-2015,family_composition_change-2015,1968_family_identifier-2015,age-2015,sex-2015,number_of_children_in_fu-2015,marital_status-2015,health_status-2015,race-2015,religion-2015,wtr_donated-2015,wtr_donated_to_health_org-2015,amt_of_health_donations-2015,total_family_income-2015,wealth_wo_equity-2015,wealth_with_equity-2015,weight-2015,sequence_number-2015,relation_to_rp-2015,year-2015,family_interview_id-2017,psid_state_of_residence_code-2017,family_composition_change-2017,1968_family_identifier-2017,age-2017,sex-2017,number_of_children_in_fu-2017,marital_status-2017,health_status-2017,race-2017,religion-2017,wtr_donated-2017,wtr_donated_to_health_org-2017,amt_of_health_donations-2017,total_family_income-2017,wealth_wo_equity-2017,wealth_with_equity-2017,weight-2017,sequence_number-2017,relation_to_rp-2017,year-2017,family_interview_id-2019,psid_state_of_residence_code-2019,family_composition_change-2019,1968_family_identifier-2019,age-2019,sex-2019,number_of_children_in_fu-2019,marital_status-2019,health_status-2019,race-2019,religion-2019,wtr_donated-2019,wtr_donated_to_health_org-2019,amt_of_health_donations-2019,total_family_income-2019,wealth_wo_equity-2019,wealth_with_equity-2019,weight-2019,sequence_number-2019,relation_to_rp-2019,year-2019,family_interview_id-2021,psid_state_of_residence_code-2021,family_composition_change-2021,1968_family_identifier-2021,age-2021,sex-2021,number_of_children_in_fu-2021,marital_status-2021,health_status-2021,race-2021,religion-2021,wtr_donated_to_health_org-2021,amt_of_health_donations-2021,total_family_income-2021,wealth_wo_equity-2021,wealth_with_equity-2021,weight-2021,sequence_number-2021,relation_to_rp-2021,year-2021,individual_id,wtr_donated-2021,total_donation_amt-2003,total_donation_amt-2005,total_donation_amt-2007,total_donation_amt-2009,total_donation_amt-2011,total_donation_amt-2013,total_donation_amt-2015,total_donation_amt-2017,total_donation_amt-2019,total_donation_amt-2001,total_donation_amt-2021
1448.0,41.0,0.0,38.0,1.0,2.0,5.0,1.0,2.0,1.0,8.0,1.0,1.0,50.0,22.22,79200.0,104000.0,154000.0,1,10,2001,4965.0,41.0,0.0,5.0,41.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,63500.0,23.444000000000003,86000.0,104000.0,1,10,2003,624.0,41.0,1.0,5.0,42.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,44000.0,23.473000000000003,57000.0,129000.0,1,10,2005,5570.0,41.0,1.0,5.0,45.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,34600.0,25.066,50000.0,132000.0,1,10,2007,163.0,41.0,0.0,5.0,46.0,1.0,0.0,1.0,3.0,1.0,8.0,1.0,1.0,25.0,43000.0,107000.0,239000.0,25.066,1,10,2009,5882.0,41.0,1.0,5.0,49.0,1.0,0.0,1.0,2.0,1.0,8.0,5.0,0.0,0.0,84300.0,91000.0,211700.0,27.274,1,10,2011,7139.0,41.0,0.0,5.0,51.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,77513.0,77000.0,252000.0,27.274,1,10,2013,1616.0,41.0,0.0,5.0,52.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,89363.0,60000.0,185000.0,30.826999999999998,1,10,2015,8276.0,41.0,0.0,5.0,55.0,1.0,0.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,91000.0,283000.0,483000.0,30.826999999999998,1,10,2017,9326.0,41.0,1.0,5.0,57.0,1.0,0.0,1.0,2.0,1.0,15.0,1.0,5.0,0.0,67000.0,124000.0,324000.0,34.749,1,10,2019,8920.0,41.0,0.0,5.0,58.0,1.0,0.0,1.0,3.0,1.0,15.0,0.0,0.0,62000.0,13000.0,213000.0,34.989000000000004,1,10,2021,5003,5,350.0,150.0,100.0,125.0,0.0,0.0,0.0,0.0,300.0,500.0,0.0
6438.0,26.0,1.0,46.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,250.0,21.894000000000002,168000.0,632500.0,782500.0,1,10,2001,1838.0,26.0,1.0,6.0,48.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,250.0,118800.0,23.163,935000.0,1043000.0,1,10,2003,1202.0,26.0,0.0,6.0,50.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,50.0,199186.0,22.944000000000003,1281000.0,1321000.0,1,10,2005,997.0,26.0,0.0,6.0,52.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,168000.0,22.279,296500.0,371500.0,1,10,2007,539.0,26.0,0.0,6.0,54.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,200.0,135500.0,1000000.0,1085000.0,22.28,1,10,2009,3622.0,26.0,0.0,6.0,56.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,250.0,124600.0,902000.0,1054000.0,24.142,1,10,2011,1195.0,24.0,0.0,6.0,58.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,210375.0,1225000.0,1290000.0,24.143,1,10,2013,3220.0,24.0,0.0,6.0,60.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,1.0,500.0,261331.0,4435000.0,4660000.0,27.555999999999997,1,10,2015,4043.0,24.0,0.0,6.0,62.0,1.0,0.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,250800.0,2567000.0,2767000.0,27.555999999999997,1,10,2017,6444.0,24.0,0.0,6.0,64.0,1.0,0.0,1.0,2.0,1.0,9.0,1.0,5.0,0.0,243000.0,2550000.0,2700000.0,30.826999999999998,1,10,2019,5474.0,24.0,0.0,6.0,66.0,1.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,270600.0,3125000.0,3495000.0,30.828000000000003,1,10,2021,6006,5,5000.0,6700.0,8000.0,15450.0,13250.0,7100.0,15500.0,33000.0,32000.0,5000.0,35000.0
263.0,12.0,1.0,56.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,26.424,90200.0,19400.0,48400.0,1,10,2001,1890.0,12.0,1.0,6.0,58.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,49506.0,27.69,34000.0,68000.0,1,10,2003,3444.0,12.0,0.0,6.0,60.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,46400.0,27.69,12500.0,43500.0,1,10,2005,4264.0,12.0,0.0,6.0,62.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,44405.0,26.84,10000.0,50000.0,1,10,2007,4485.0,12.0,1.0,6.0,64.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,150.0,61602.0,-8000.0,35000.0,17.894000000000002,1,10,2009,4773.0,12.0,1.0,6.0,66.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,100.0,67572.0,-12500.0,48000.0,19.366,1,10,2011,2662.0,12.0,0.0,6.0,68.0,1.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,66676.0,2000.0,29500.0,29.049,1,10,2013,3130.0,12.0,0.0,6.0,70.0,1.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,49994.0,2000.0,55000.0,33.61,1,10,2015,4056.0,12.0,0.0,6.0,72.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,100.0,60012.0,59600.0,178600.0,33.61,1,10,2017,4882.0,12.0,0.0,6.0,74.0,1.0,0.0,1.0,4.0,1.0,10.0,5.0,0.0,0.0,29100.0,40000.0,155000.0,35.736999999999995,1,10,2019,4092.0,12.0,0.0,6.0,76.0,1.0,0.0,1.0,5.0,1.0,10.0,0.0,0.0,34430.0,29000.0,149000.0,35.736999999999995,1,10,2021,6170,5,0.0,0.0,180.0,150.0,125.0,0.0,0.0,100.0,0.0,0.0,0.0
3198.0,34.0,0.0,45.0,2.0,0.0,7.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,60.096000000000004,26338.0,500.0,7500.0,1,10,2001,4853.0,34.0,1.0,7.0,48.0,2.0,0.0,4.0,4.0,1.0,8.0,5.0,0.0,0.0,12900.0,61.089,300.0,300.0,1,10,2003,825.0,34.0,0.0,7.0,49.0,2.0,0.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,13000.0,61.089,1500.0,1500.0,1,10,2005,534.0,34.0,0.0,7.0,51.0,2.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,13000.0,63.001000000000005,1500.0,1500.0,1,10,2007,470.0,34.0,0.0,7.0,53.0,2.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,30000.0,500.0,500.0,63.001000000000005,1,10,2009,499.0,34.0,0.0,7.0,55.0,2.0,0.0,4.0,1.0,1.0,8.0,5.0,0.0,0.0,30000.0,500.0,500.0,67.752,1,10,2011,2820.0,34.0,1.0,7.0,57.0,2.0,0.0,4.0,3.0,1.0,8.0,5.0,0.0,0.0,30000.0,1500.0,1500.0,51.288000000000004,1,10,2013,2000.0,34.0,1.0,7.0,59.0,2.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,30000.0,700.0,700.0,66.907,1,10,2015,4360.0,34.0,1.0,7.0,61.0,2.0,0.0,4.0,2.0,1.0,8.0,5.0,0.0,0.0,12000.0,0.0,0.0,58.77,1,10,2017,4037.0,34.0,1.0,7.0,63.0,2.0,0.0,4.0,3.0,1.0,20.0,5.0,0.0,0.0,23928.0,0.0,0.0,83.24799999999999,1,10,2019,4057.0,34.0,0.0,7.0,66.0,2.0,0.0,4.0,3.0,1.0,20.0,0.0,0.0,9360.0,0.0,0.0,83.24799999999999,1,10,2021,7004,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327.0,34.0,0.0,24.0,1.0,0.0,7.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,14.282,19716.0,0.0,0.0,1,10,2001,6217.0,34.0,0.0,7.0,27.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,23470.0,15.157,-19300.0,-19300.0,1,10,2003,154.0,34.0,0.0,7.0,28.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,26500.0,15.157,0.0,0.0,1,10,2005,211.0,34.0,0.0,7.0,30.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,38660.0,15.753,2700.0,2700.0,1,10,2007,395.0,34.0,0.0,7.0,32.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,23650.0,-2999.0,-2999.0,15.754000000000001,1,10,2009,379.0,34.0,0.0,7.0,34.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,5.0,0.0,28000.0,-35500.0,-35500.0,16.917,1,10,2011,4775.0,34.0,1.0,7.0,36.0,1.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,44630.0,108365.0,108365.0,11.277999999999999,1,10,2013,4593.0,34.0,1.0,7.0,38.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,30182.0,-95650.0,-95650.0,12.875,1,10,2015,4348.0,34.0,0.0,7.0,40.0,1.0,0.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,5200.0,-31600.0,-31600.0,19.313,1,10,2017,3985.0,34.0,0.0,7.0,42.0,1.0,0.0,1.0,4.0,1.0,15.0,5.0,0.0,0.0,9452.0,-33800.0,-33800.0,21.255,1,10,2019,2135.0,34.0,0.0,7.0,44.0,1.0,0.0,1.0,5.0,1.0,15.0,0.0,0.0,12910.0,401.0,401.0,21.255,1,10,2021,7035,5,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0
256.0,32.0,0.0,57.0,2.0,0.0,10.0,4.0,4.0,2.0,8.0,1.0,5.0,0.0,8.28,14868.0,-4700.0,45300.0,1,10,2001,5672.0,32.0,0.0,10.0,59.0,2.0,0.0,4.0,4.0,2.0,8.0,1.0,5.0,0.0,7772.0,8.581,10550.0,55550.0,1,10,2003,181.0,32.0,0.0,10.0,61.0,2.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,12140.0,8.581,40025.0,85025.0,1,10,2005,5963.0,32.0,0.0,10.0,63.0,2.0,0.0,4.0,2.0,2.0,8.0,1.0,5.0,0.0,23232.0,8.96,40000.0,66000.0,1,10,2007,2007.0,32.0,0.0,10.0,65.0,2.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,13641.0,-10000.0,10000.0,8.96,1,10,2009,2486.0,32.0,0.0,10.0,67.0,2.0,0.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,17068.0,29600.0,89600.0,10.013,1,10,2011,866.0,32.0,0.0,10.0,69.0,2.0,0.0,4.0,3.0,2.0,8.0,1.0,1.0,20.0,14428.0,4100.0,48900.0,10.013,1,10,2013,698.0,32.0,0.0,10.0,71.0,2.0,0.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,14964.0,25200.0,85200.0,11.7,1,10,2015,1119.0,32.0,0.0,10.0,73.0,2.0,0.0,4.0,3.0,2.0,8.0,5.0,0.0,0.0,19000.0,13700.0,93700.0,11.7,1,10,2017,2935.0,32.0,0.0,10.0,75.0,2.0,0.0,4.0,3.0,2.0,6.0,5.0,0.0,0.0,24788.0,11900.0,211900.0,11.619000000000002,1,10,2019,1248.0,32.0,0.0,10.0,77.0,2.0,0.0,4.0,4.0,2.0,6.0,0.0,0.0,15732.0,37400.0,97400.0,11.619000000000002,1,10,2021,10003,5,1000.0,500.0,720.0,875.0,0.0,520.0,0.0,0.0,0.0,450.0,400.0
257.0,32.0,0.0,37.0,2.0,3.0,10.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,4.3580000000000005,16271.0,800.0,800.0,1,10,2001,2507.0,32.0,0.0,10.0,39.0,2.0,3.0,5.0,2.0,2.0,8.0,1.0,5.0,0.0,12932.0,4.58,2700.0,2700.0,1,10,2003,523.0,32.0,0.0,10.0,41.0,2.0,3.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,6570.0,4.58,3020.0,3020.0,1,10,2005,6742.0,32.0,0.0,10.0,43.0,2.0,2.0,5.0,3.0,2.0,8.0,1.0,5.0,0.0,30860.0,4.848,2300.0,2300.0,1,10,2007,3276.0,32.0,0.0,10.0,45.0,2.0,1.0,5.0,2.0,2.0,8.0,1.0,5.0,0.0,36400.0,5000.0,5000.0,4.848,1,10,2009,8551.0,32.0,1.0,10.0,47.0,2.0,1.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,31645.0,-13000.0,-13000.0,5.145,1,10,2011,7473.0,32.0,0.0,10.0,49.0,2.0,1.0,5.0,2.0,2.0,8.0,5.0,0.0,0.0,35640.0,7000.0,7000.0,5.145,1,10,2013,6871.0,32.0,1.0,10.0,51.0,2.0,1.0,4.0,2.0,2.0,8.0,5.0,0.0,0.0,50000.0,2000.0,2000.0,6.05,1,10,2015,1458.0,32.0,0.0,10.0,53.0,2.0,1.0,4.0,2.0,2.0,8.0,5.0,0.0,0.0,39000.0,-6000.0,-6000.0,6.05,1,10,2017,3135.0,32.0,1.0,10.0,55.0,2.0,0.0,4.0,3.0,2.0,6.0,5.0,0.0,0.0,30000.0,-5000.0,-5000.0,9.497,1,10,2019,1623.0,32.0,0.0,10.0,57.0,2.0,0.0,4.0,2.0,2.0,6.0,0.0,0.0,23400.0,0.0,0.0,9.497,1,10,2021,10006,5,180.0,0.0,250.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.0,32.0,0.0,35.0,1.0,0.0,10.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,7.805,26000.0,1800.0,1800.0,1,10,2001,1087.0,32.0,0.0,10.0,37.0,1.0,0.0,2.0,2.0,2.0,8.0,1.0,5.0,0.0,27000.0,8.247,-1000.0,-1000.0,1,10,2003,4930.0,32.0,0.0,10.0,39.0,1.0,0.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,25000.0,8.247,2000.0,2000.0,1,10,2005,6917.0,32.0,0.0,10.0,41.0,1.0,0.0,2.0,3.0,2.0,8.0,1.0,5.0,0.0,26300.0,8.783999999999999,5700.0,5700.0,1,10,2007,2239.0,32.0,0.0,10.0,43.0,1.0,0.0,2.0,3.0,2.0,8.0,1.0,5.0,0.0,24000.0,3700.0,3700.0,8.783999999999999,1,10,2009,2506.0,32.0,0.0,10.0,45.0,1.0,0.0,2.0,1.0,2.0,8.0,5.0,0.0,0.0,25272.0,0.0,0.0,9.648,1,10,2011,2351.0,32.0,0.0,10.0,47.0,1.0,0.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,22100.0,2000.0,2000.0,9.648,1,10,2013,1443.0,32.0,0.0,10.0,49.0,1.0,0.0,2.0,3.0,2.0,8.0,5.0,0.0,0.0,4200.0,2000.0,2000.0,10.935,1,10,2015,1478.0,32.0,0.0,10.0,51.0,1.0,0.0,2.0,4.0,2.0,8.0,1.0,5.0,0.0,16700.0,3400.0,3400.0,10.935,1,10,2017,2994.0,32.0,0.0,10.0,53.0,1.0,0.0,2.0,5.0,2.0,6.0,5.0,0.0,0.0,2200.0,2000.0,2000.0,11.333,1,10,2019,1328.0,32.0,0.0,10.0,55.0,1.0,0.0,2.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,11.333,1,10,2021,10007,5,125.0,0.0,700.0,300.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0
42.0,19.0,8.0,54.0,1.0,0.0,10.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,8.869,19000.0,56700.0,56700.0,1,10,2001,634.0,19.0,0.0,10.0,56.0,1.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,17970.0,8.869,123200.0,123200.0,1,10,2003,618.0,19.0,1.0,10.0,58.0,1.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,20800.0,4.434,103200.0,103200.0,1,10,2005,7291.0,32.0,1.0,10.0,60.0,1.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,14000.0,4.662,4700.0,4700.0,1,10,2007,2250.0,32.0,0.0,10.0,62.0,1.0,0.0,4.0,3.0,2.0,8.0,1.0,5.0,0.0,13984.0,10100.0,10100.0,9.325,1,10,2009,2581.0,32.0,2.0,10.0,64.0,1.0,0.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,39128.0,3500.0,3500.0,5.263,1,10,2011,6294.0,32.0,0.0,10.0,66.0,1.0,0.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,58360.0,65100.0,65100.0,5.263999999999999,1,10,2013,227.0,32.0,0.0,10.0,68.0,1.0,0.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,51182.0,6990.0,6990.0,6.225,1,10,2015,1151.0,32.0,0.0,10.0,70.0,1.0,0.0,1.0,4.0,2.0,8.0,1.0,5.0,0.0,50888.0,-3500.0,-3500.0,6.225,1,10,2017,3145.0,32.0,0.0,10.0,72.0,1.0,0.0,1.0,4.0,2.0,6.0,1.0,5.0,0.0,56000.0,14000.0,14000.0,7.63,1,10,2019,1298.0,32.0,0.0,10.0,74.0,1.0,0.0,1.0,4.0,2.0,6.0,1.0,250.0,57000.0,61500.0,61500.0,7.63,1,10,2021,10021,1,215.0,215.0,1200.0,300.0,660.0,2000.0,4510.0,4100.0,3700.0,250.0,3850.0
492.0,4.0,0.0,48.0,1.0,0.0,11.0,4.0,2.0,9.0,0.0,5.0,0.0,0.0,48.92100000000001,32060.0,80000.0,224000.0,1,10,2001,2349.0,4.0,0.0,11.0,50.0,1.0,0.0,4.0,1.0,9.0,0.0,1.0,5.0,0.0,30150.0,50.614,615000.0,758000.0,1,10,2003,1072.0,4.0,0.0,11.0,52.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,64000.0,50.614,1473000.0,1673000.0,1,10,2005,667.0,4.0,0.0,11.0,54.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,150.0,63398.0,52.768,240000.0,590000.0,1,10,2007,371.0,4.0,0.0,11.0,56.0,1.0,0.0,4.0,2.0,1.0,0.0,5.0,0.0,0.0,42514.0,335000.0,535000.0,52.768,1,10,2009,30.0,4.0,0.0,11.0,58.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,5.0,0.0,34780.0,55000.0,255000.0,57.176,1,10,2011,155.0,4.0,0.0,11.0,60.0,1.0,0.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,33673.0,2030000.0,2130000.0,57.176,1,10,2013,187.0,4.0,0.0,11.0,62.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,0.0,44093.0,700000.0,900000.0,66.07300000000001,1,10,2015,503.0,4.0,0.0,11.0,64.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,5.0,0.0,23730.0,1265000.0,1465000.0,66.07300000000001,1,10,2017,649.0,4.0,0.0,11.0,66.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,50433.0,150000.0,425000.0,73.918,1,10,2019,289.0,4.0,0.0,11.0,68.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,44227.0,88250.0,388250.0,73.918,1,10,2021,11003,1,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
